file	line	column	rule	message
docker/frontend/src/app/admin/analytics/brokers/page.tsx	34	16	@typescript-eslint/no-unused-vars	'_error' is defined but never used.
docker/frontend/src/app/admin/analytics/platform/page.tsx	25	41	@typescript-eslint/no-explicit-any	Unexpected any. Specify a different type.
docker/frontend/src/app/admin/analytics/platform/page.tsx	26	42	@typescript-eslint/no-explicit-any	Unexpected any. Specify a different type.
docker/frontend/src/app/admin/analytics/platform/page.tsx	34	16	@typescript-eslint/no-unused-vars	'_error' is defined but never used.
docker/frontend/src/app/admin/analytics/reports/page.tsx	25	41	@typescript-eslint/no-explicit-any	Unexpected any. Specify a different type.
docker/frontend/src/app/admin/analytics/reports/page.tsx	26	42	@typescript-eslint/no-explicit-any	Unexpected any. Specify a different type.
docker/frontend/src/app/admin/analytics/reports/page.tsx	34	16	@typescript-eslint/no-unused-vars	'_error' is defined but never used.
docker/frontend/src/app/admin/brokers/[id]/page.tsx	27	41	@typescript-eslint/no-explicit-any	Unexpected any. Specify a different type.
docker/frontend/src/app/admin/brokers/[id]/page.tsx	28	42	@typescript-eslint/no-explicit-any	Unexpected any. Specify a different type.
docker/frontend/src/app/admin/brokers/[id]/page.tsx	36	16	@typescript-eslint/no-unused-vars	'_error' is defined but never used.
docker/frontend/src/app/admin/brokers/onboard/page.tsx	25	41	@typescript-eslint/no-explicit-any	Unexpected any. Specify a different type.
docker/frontend/src/app/admin/brokers/onboard/page.tsx	26	42	@typescript-eslint/no-explicit-any	Unexpected any. Specify a different type.
docker/frontend/src/app/admin/brokers/onboard/page.tsx	34	16	@typescript-eslint/no-unused-vars	'_error' is defined but never used.
docker/frontend/src/app/admin/brokers/page.tsx	25	41	@typescript-eslint/no-explicit-any	Unexpected any. Specify a different type.
docker/frontend/src/app/admin/brokers/page.tsx	26	42	@typescript-eslint/no-explicit-any	Unexpected any. Specify a different type.
docker/frontend/src/app/admin/brokers/page.tsx	34	16	@typescript-eslint/no-unused-vars	'_error' is defined but never used.
docker/frontend/src/app/admin/brokers/settings/page.tsx	25	41	@typescript-eslint/no-explicit-any	Unexpected any. Specify a different type.
docker/frontend/src/app/admin/brokers/settings/page.tsx	26	42	@typescript-eslint/no-explicit-any	Unexpected any. Specify a different type.
docker/frontend/src/app/admin/brokers/settings/page.tsx	34	16	@typescript-eslint/no-unused-vars	'_error' is defined but never used.
docker/frontend/src/app/admin/compliance/audit/page.tsx	25	41	@typescript-eslint/no-explicit-any	Unexpected any. Specify a different type.
docker/frontend/src/app/admin/compliance/audit/page.tsx	26	42	@typescript-eslint/no-explicit-any	Unexpected any. Specify a different type.
docker/frontend/src/app/admin/compliance/audit/page.tsx	34	16	@typescript-eslint/no-unused-vars	'_error' is defined but never used.
docker/frontend/src/app/admin/compliance/kyc/page.tsx	25	41	@typescript-eslint/no-explicit-any	Unexpected any. Specify a different type.
docker/frontend/src/app/admin/compliance/kyc/page.tsx	26	42	@typescript-eslint/no-explicit-any	Unexpected any. Specify a different type.
docker/frontend/src/app/admin/compliance/kyc/page.tsx	34	16	@typescript-eslint/no-unused-vars	'_error' is defined but never used.
docker/frontend/src/app/admin/compliance/page.tsx	75	44	@typescript-eslint/no-explicit-any	Unexpected any. Specify a different type.
docker/frontend/src/app/admin/compliance/page.tsx	82	16	@typescript-eslint/no-unused-vars	'_err' is defined but never used.
docker/frontend/src/app/admin/compliance/reports/page.tsx	25	41	@typescript-eslint/no-explicit-any	Unexpected any. Specify a different type.
docker/frontend/src/app/admin/compliance/reports/page.tsx	26	42	@typescript-eslint/no-explicit-any	Unexpected any. Specify a different type.
docker/frontend/src/app/admin/compliance/reports/page.tsx	34	16	@typescript-eslint/no-unused-vars	'_error' is defined but never used.
docker/frontend/src/app/admin/financial/ledger/page.tsx	25	41	@typescript-eslint/no-explicit-any	Unexpected any. Specify a different type.
docker/frontend/src/app/admin/financial/ledger/page.tsx	26	42	@typescript-eslint/no-explicit-any	Unexpected any. Specify a different type.
docker/frontend/src/app/admin/financial/ledger/page.tsx	34	16	@typescript-eslint/no-unused-vars	'_error' is defined but never used.
docker/frontend/src/app/admin/financial/reconciliation/page.tsx	25	41	@typescript-eslint/no-explicit-any	Unexpected any. Specify a different type.
docker/frontend/src/app/admin/financial/reconciliation/page.tsx	26	42	@typescript-eslint/no-explicit-any	Unexpected any. Specify a different type.
docker/frontend/src/app/admin/financial/reconciliation/page.tsx	34	16	@typescript-eslint/no-unused-vars	'_error' is defined but never used.
docker/frontend/src/app/admin/financial/reports/page.tsx	25	41	@typescript-eslint/no-explicit-any	Unexpected any. Specify a different type.
docker/frontend/src/app/admin/financial/reports/page.tsx	26	42	@typescript-eslint/no-explicit-any	Unexpected any. Specify a different type.
docker/frontend/src/app/admin/financial/reports/page.tsx	34	16	@typescript-eslint/no-unused-vars	'_error' is defined but never used.
docker/frontend/src/app/admin/financial/treasury/page.tsx	25	41	@typescript-eslint/no-explicit-any	Unexpected any. Specify a different type.
docker/frontend/src/app/admin/financial/treasury/page.tsx	26	42	@typescript-eslint/no-explicit-any	Unexpected any. Specify a different type.
docker/frontend/src/app/admin/financial/treasury/page.tsx	34	16	@typescript-eslint/no-unused-vars	'_error' is defined but never used.
docker/frontend/src/app/admin/page.tsx	13	42	@typescript-eslint/no-explicit-any	Unexpected any. Specify a different type.
docker/frontend/src/app/admin/page.tsx	24	41	@typescript-eslint/no-explicit-any	Unexpected any. Specify a different type.
docker/frontend/src/app/admin/page.tsx	25	42	@typescript-eslint/no-explicit-any	Unexpected any. Specify a different type.
docker/frontend/src/app/admin/page.tsx	34	16	@typescript-eslint/no-unused-vars	'_error' is defined but never used.
docker/frontend/src/app/admin/policies/page.tsx	81	14	@typescript-eslint/no-unused-vars	'_err' is defined but never used.
docker/frontend/src/app/admin/policies/page.tsx	91	39	@typescript-eslint/no-explicit-any	Unexpected any. Specify a different type.
docker/frontend/src/app/admin/policies/page.tsx	97	31	@typescript-eslint/no-explicit-any	Unexpected any. Specify a different type.
docker/frontend/src/app/admin/policies/page.tsx	99	14	@typescript-eslint/no-unused-vars	'_error' is defined but never used.
docker/frontend/src/app/admin/policies/page.tsx	107	39	@typescript-eslint/no-explicit-any	Unexpected any. Specify a different type.
docker/frontend/src/app/admin/policies/page.tsx	109	33	@typescript-eslint/no-explicit-any	Unexpected any. Specify a different type.
docker/frontend/src/app/admin/policies/page.tsx	112	14	@typescript-eslint/no-unused-vars	'_error' is defined but never used.
docker/frontend/src/app/admin/policies/page.tsx	124	14	@typescript-eslint/no-unused-vars	'_error' is defined but never used.
docker/frontend/src/app/admin/policies/page.tsx	168	14	@typescript-eslint/no-unused-vars	'_err' is defined but never used.
docker/frontend/src/app/admin/policies/page.tsx	184	40	@typescript-eslint/no-explicit-any	Unexpected any. Specify a different type.
docker/frontend/src/app/admin/policies/page.tsx	192	14	@typescript-eslint/no-unused-vars	'_err' is defined but never used.
docker/frontend/src/app/admin/policies/page.tsx	205	40	@typescript-eslint/no-explicit-any	Unexpected any. Specify a different type.
docker/frontend/src/app/admin/policies/page.tsx	210	31	@typescript-eslint/no-explicit-any	Unexpected any. Specify a different type.
docker/frontend/src/app/admin/policies/page.tsx	212	14	@typescript-eslint/no-unused-vars	'_err' is defined but never used.
docker/frontend/src/app/admin/policies/page.tsx	277	26	@typescript-eslint/no-unused-vars	'_error' is defined but never used.
docker/frontend/src/app/admin/rbac/assign/page.tsx	25	41	@typescript-eslint/no-explicit-any	Unexpected any. Specify a different type.
docker/frontend/src/app/admin/rbac/assign/page.tsx	26	42	@typescript-eslint/no-explicit-any	Unexpected any. Specify a different type.
docker/frontend/src/app/admin/rbac/assign/page.tsx	34	16	@typescript-eslint/no-unused-vars	'_error' is defined but never used.
docker/frontend/src/app/admin/rbac/permissions/page.tsx	25	41	@typescript-eslint/no-explicit-any	Unexpected any. Specify a different type.
docker/frontend/src/app/admin/rbac/permissions/page.tsx	26	42	@typescript-eslint/no-explicit-any	Unexpected any. Specify a different type.
docker/frontend/src/app/admin/rbac/permissions/page.tsx	34	16	@typescript-eslint/no-unused-vars	'_error' is defined but never used.
docker/frontend/src/app/admin/rbac/roles/page.tsx	25	41	@typescript-eslint/no-explicit-any	Unexpected any. Specify a different type.
docker/frontend/src/app/admin/rbac/roles/page.tsx	26	42	@typescript-eslint/no-explicit-any	Unexpected any. Specify a different type.
docker/frontend/src/app/admin/rbac/roles/page.tsx	34	16	@typescript-eslint/no-unused-vars	'_error' is defined but never used.
docker/frontend/src/app/admin/security/devices/page.tsx	25	41	@typescript-eslint/no-explicit-any	Unexpected any. Specify a different type.
docker/frontend/src/app/admin/security/devices/page.tsx	26	42	@typescript-eslint/no-explicit-any	Unexpected any. Specify a different type.
docker/frontend/src/app/admin/security/devices/page.tsx	34	16	@typescript-eslint/no-unused-vars	'_error' is defined but never used.
docker/frontend/src/app/admin/security/oversight/page.tsx	25	41	@typescript-eslint/no-explicit-any	Unexpected any. Specify a different type.
docker/frontend/src/app/admin/security/oversight/page.tsx	26	42	@typescript-eslint/no-explicit-any	Unexpected any. Specify a different type.
docker/frontend/src/app/admin/security/oversight/page.tsx	34	16	@typescript-eslint/no-unused-vars	'_error' is defined but never used.
docker/frontend/src/app/admin/security/risk/page.tsx	25	41	@typescript-eslint/no-explicit-any	Unexpected any. Specify a different type.
docker/frontend/src/app/admin/security/risk/page.tsx	26	42	@typescript-eslint/no-explicit-any	Unexpected any. Specify a different type.
docker/frontend/src/app/admin/security/risk/page.tsx	34	16	@typescript-eslint/no-unused-vars	'_error' is defined but never used.
docker/frontend/src/app/admin/system/health/page.tsx	25	41	@typescript-eslint/no-explicit-any	Unexpected any. Specify a different type.
docker/frontend/src/app/admin/system/health/page.tsx	26	42	@typescript-eslint/no-explicit-any	Unexpected any. Specify a different type.
docker/frontend/src/app/admin/system/health/page.tsx	34	16	@typescript-eslint/no-unused-vars	'_error' is defined but never used.
docker/frontend/src/app/admin/system/info/page.tsx	25	41	@typescript-eslint/no-explicit-any	Unexpected any. Specify a different type.
docker/frontend/src/app/admin/system/info/page.tsx	26	42	@typescript-eslint/no-explicit-any	Unexpected any. Specify a different type.
docker/frontend/src/app/admin/system/info/page.tsx	34	16	@typescript-eslint/no-unused-vars	'_error' is defined but never used.
docker/frontend/src/app/admin/system/settings/page.tsx	25	41	@typescript-eslint/no-explicit-any	Unexpected any. Specify a different type.
docker/frontend/src/app/admin/system/settings/page.tsx	26	42	@typescript-eslint/no-explicit-any	Unexpected any. Specify a different type.
docker/frontend/src/app/admin/system/settings/page.tsx	34	16	@typescript-eslint/no-unused-vars	'_error' is defined but never used.
docker/frontend/src/app/admin/token-platform/page.tsx	56	41	@typescript-eslint/no-explicit-any	Unexpected any. Specify a different type.
docker/frontend/src/app/admin/token-platform/page.tsx	57	42	@typescript-eslint/no-explicit-any	Unexpected any. Specify a different type.
docker/frontend/src/app/admin/token-platform/page.tsx	76	44	@typescript-eslint/no-explicit-any	Unexpected any. Specify a different type.
docker/frontend/src/app/admin/token-platform/page.tsx	87	44	@typescript-eslint/no-explicit-any	Unexpected any. Specify a different type.
docker/frontend/src/app/admin/token-platform/page.tsx	92	47	@typescript-eslint/no-explicit-any	Unexpected any. Specify a different type.
docker/frontend/src/app/admin/token-platform/page.tsx	93	45	@typescript-eslint/no-explicit-any	Unexpected any. Specify a different type.
docker/frontend/src/app/admin/token-platform/page.tsx	94	44	@typescript-eslint/no-explicit-any	Unexpected any. Specify a different type.
docker/frontend/src/app/admin/token-platform/page.tsx	95	62	@typescript-eslint/no-explicit-any	Unexpected any. Specify a different type.
docker/frontend/src/app/admin/users/[id]/page.tsx	27	41	@typescript-eslint/no-explicit-any	Unexpected any. Specify a different type.
docker/frontend/src/app/admin/users/[id]/page.tsx	28	42	@typescript-eslint/no-explicit-any	Unexpected any. Specify a different type.
docker/frontend/src/app/admin/users/[id]/page.tsx	36	16	@typescript-eslint/no-unused-vars	'_error' is defined but never used.
docker/frontend/src/app/admin/users/limits/page.tsx	25	41	@typescript-eslint/no-explicit-any	Unexpected any. Specify a different type.
docker/frontend/src/app/admin/users/limits/page.tsx	26	42	@typescript-eslint/no-explicit-any	Unexpected any. Specify a different type.
docker/frontend/src/app/admin/users/limits/page.tsx	34	16	@typescript-eslint/no-unused-vars	'_error' is defined but never used.
docker/frontend/src/app/admin/users/page.tsx	25	41	@typescript-eslint/no-explicit-any	Unexpected any. Specify a different type.
docker/frontend/src/app/admin/users/page.tsx	26	42	@typescript-eslint/no-explicit-any	Unexpected any. Specify a different type.
docker/frontend/src/app/admin/users/page.tsx	34	16	@typescript-eslint/no-unused-vars	'_error' is defined but never used.
docker/frontend/src/app/admin/users/roles/page.tsx	25	41	@typescript-eslint/no-explicit-any	Unexpected any. Specify a different type.
docker/frontend/src/app/admin/users/roles/page.tsx	26	42	@typescript-eslint/no-explicit-any	Unexpected any. Specify a different type.
docker/frontend/src/app/admin/users/roles/page.tsx	34	16	@typescript-eslint/no-unused-vars	'_error' is defined but never used.
docker/frontend/src/app/admin/workflows/[id]/page.tsx	27	41	@typescript-eslint/no-explicit-any	Unexpected any. Specify a different type.
docker/frontend/src/app/admin/workflows/[id]/page.tsx	28	42	@typescript-eslint/no-explicit-any	Unexpected any. Specify a different type.
docker/frontend/src/app/admin/workflows/[id]/page.tsx	36	16	@typescript-eslint/no-unused-vars	'_error' is defined but never used.
docker/frontend/src/app/admin/workflows/kyc/page.tsx	25	41	@typescript-eslint/no-explicit-any	Unexpected any. Specify a different type.
docker/frontend/src/app/admin/workflows/kyc/page.tsx	26	42	@typescript-eslint/no-explicit-any	Unexpected any. Specify a different type.
docker/frontend/src/app/admin/workflows/kyc/page.tsx	34	16	@typescript-eslint/no-unused-vars	'_error' is defined but never used.
docker/frontend/src/app/admin/workflows/page.tsx	56	47	@typescript-eslint/no-explicit-any	Unexpected any. Specify a different type.
docker/frontend/src/app/admin/workflows/page.tsx	61	49	@typescript-eslint/no-explicit-any	Unexpected any. Specify a different type.
docker/frontend/src/app/admin/workflows/page.tsx	62	52	@typescript-eslint/no-explicit-any	Unexpected any. Specify a different type.
docker/frontend/src/app/admin/workflows/page.tsx	63	49	@typescript-eslint/no-explicit-any	Unexpected any. Specify a different type.
docker/frontend/src/app/admin/workflows/page.tsx	65	61	@typescript-eslint/no-explicit-any	Unexpected any. Specify a different type.
docker/frontend/src/app/admin/workflows/page.tsx	66	84	@typescript-eslint/no-explicit-any	Unexpected any. Specify a different type.
docker/frontend/src/app/admin/workflows/page.tsx	80	87	@typescript-eslint/no-explicit-any	Unexpected any. Specify a different type.
docker/frontend/src/app/api/admin/[...path]/route.ts	47	16	@typescript-eslint/no-unused-vars	'_error' is defined but never used.
docker/frontend/src/app/api/broker/[...path]/route.ts	47	16	@typescript-eslint/no-unused-vars	'_error' is defined but never used.
docker/frontend/src/app/dashboard/account/kyc/page.tsx	59	16	@typescript-eslint/no-unused-vars	'_error' is defined but never used.
docker/frontend/src/app/dashboard/page.tsx	23	10	@typescript-eslint/no-unused-vars	'_user' is assigned a value but never used.
docker/frontend/src/app/dashboard/page.tsx	23	37	@typescript-eslint/no-explicit-any	Unexpected any. Specify a different type.
docker/frontend/src/app/dashboard/page.tsx	25	10	@typescript-eslint/no-unused-vars	'_chartData' is assigned a value but never used.
docker/frontend/src/app/dashboard/page.tsx	25	47	@typescript-eslint/no-explicit-any	Unexpected any. Specify a different type.
docker/frontend/src/app/dashboard/page.tsx	26	10	@typescript-eslint/no-unused-vars	'_currentPrice' is assigned a value but never used.
docker/frontend/src/app/dashboard/page.tsx	27	10	@typescript-eslint/no-unused-vars	'_priceChange' is assigned a value but never used.
docker/frontend/src/app/dashboard/page.tsx	71	16	@typescript-eslint/no-unused-vars	'_error' is defined but never used.
docker/frontend/src/app/dashboard/page.tsx	86	72	@typescript-eslint/no-explicit-any	Unexpected any. Specify a different type.
docker/frontend/src/app/dashboard/page.tsx	87	57	@typescript-eslint/no-explicit-any	Unexpected any. Specify a different type.
docker/frontend/src/app/dashboard/page.tsx	107	55	@typescript-eslint/no-explicit-any	Unexpected any. Specify a different type.
docker/frontend/src/app/dashboard/trading/cex/page.tsx	58	16	@typescript-eslint/no-unused-vars	'_error' is defined but never used.
docker/frontend/src/app/dashboard/trading/dex/page.tsx	58	16	@typescript-eslint/no-unused-vars	'_error' is defined but never used.
docker/frontend/src/app/dashboard/trading/omni/page.tsx	58	16	@typescript-eslint/no-unused-vars	'_error' is defined but never used.
docker/frontend/src/app/dashboard/trading/page.tsx	52	16	@typescript-eslint/no-unused-vars	'_error' is defined but never used.
docker/frontend/src/app/dashboard/wallet/fiat/page.tsx	52	16	@typescript-eslint/no-unused-vars	'_error' is defined but never used.
docker/frontend/src/app/dashboard/wallet/hot/page.tsx	52	16	@typescript-eslint/no-unused-vars	'_error' is defined but never used.
docker/frontend/src/app/dashboard/wallet/page.tsx	56	16	@typescript-eslint/no-unused-vars	'_error' is defined but never used.
docker/frontend/src/app/landing/page.tsx	40	16	@typescript-eslint/no-unused-vars	'_error' is defined but never used.
docker/frontend/src/app/portfolio/page.tsx	7	38	@typescript-eslint/no-explicit-any	Unexpected any. Specify a different type.
docker/frontend/src/app/portfolio/page.tsx	14	41	@typescript-eslint/no-explicit-any	Unexpected any. Specify a different type.
docker/frontend/src/app/portfolio/page.tsx	17	19	@typescript-eslint/no-explicit-any	Unexpected any. Specify a different type.
docker/frontend/src/app/portfolio/page.tsx	34	28	@typescript-eslint/no-explicit-any	Unexpected any. Specify a different type.
docker/frontend/src/app/support/page.tsx	44	19	@typescript-eslint/no-explicit-any	Unexpected any. Specify a different type.
docker/frontend/src/app/support/page.tsx	71	19	@typescript-eslint/no-explicit-any	Unexpected any. Specify a different type.
docker/frontend/src/app/support/page.tsx	210	93	@typescript-eslint/no-explicit-any	Unexpected any. Specify a different type.
docker/frontend/src/app/support/tickets/[ticketId]/page.tsx	31	6	react-hooks/exhaustive-deps	React Hook useEffect has a missing dependency: 'loadTicket'. Either include it or remove the dependency array.
docker/frontend/src/app/support/tickets/[ticketId]/page.tsx	38	19	@typescript-eslint/no-explicit-any	Unexpected any. Specify a different type.
docker/frontend/src/app/token-presale/page.tsx	34	50	@typescript-eslint/no-explicit-any	Unexpected any. Specify a different type.
docker/frontend/src/app/token-presale/page.tsx	39	10	@typescript-eslint/no-unused-vars	'_purchaseSuccess' is assigned a value but never used.
docker/frontend/src/app/token-presale/page.tsx	41	68	@typescript-eslint/no-explicit-any	Unexpected any. Specify a different type.
docker/frontend/src/app/token-presale/page.tsx	78	16	@typescript-eslint/no-unused-vars	'_error' is defined but never used.
docker/frontend/src/app/token-presale/page.tsx	82	6	react-hooks/exhaustive-deps	React Hook useEffect has a missing dependency: 'loadConnectedWeb3Wallets'. Either include it or remove the dependency array.
docker/frontend/src/app/token-presale/page.tsx	447	66	@typescript-eslint/no-explicit-any	Unexpected any. Specify a different type.
docker/frontend/src/app/vesting/page.tsx	7	38	@typescript-eslint/no-explicit-any	Unexpected any. Specify a different type.
docker/frontend/src/app/vesting/page.tsx	26	19	@typescript-eslint/no-explicit-any	Unexpected any. Specify a different type.
docker/frontend/src/app/vesting/page.tsx	43	26	@typescript-eslint/no-explicit-any	Unexpected any. Specify a different type.
docker/frontend/src/app/wallet/deposit/page.tsx	54	19	@typescript-eslint/no-explicit-any	Unexpected any. Specify a different type.
docker/frontend/src/app/wallet/deposit/page.tsx	123	47	@typescript-eslint/no-explicit-any	Unexpected any. Specify a different type.
docker/frontend/src/app/wallet/withdraw/page.tsx	64	19	@typescript-eslint/no-explicit-any	Unexpected any. Specify a different type.
docker/frontend/src/app/wallet/withdraw/page.tsx	70	6	react-hooks/exhaustive-deps	React Hook useEffect has a missing dependency: 'loadBankAccounts'. Either include it or remove the dependency array.
docker/frontend/src/app/wallet/withdraw/page.tsx	114	40	@typescript-eslint/no-explicit-any	Unexpected any. Specify a different type.
docker/frontend/src/components/WalletConnectButton.tsx	12	38	@typescript-eslint/no-explicit-any	Unexpected any. Specify a different type.
docker/frontend/src/components/WalletConnectButton.tsx	19	17	@typescript-eslint/no-explicit-any	Unexpected any. Specify a different type.
docker/frontend/src/components/WalletConnectButton.tsx	25	36	@typescript-eslint/no-explicit-any	Unexpected any. Specify a different type.
docker/frontend/src/components/admin/brokers/BrokerList.tsx	20	52	@typescript-eslint/no-explicit-any	Unexpected any. Specify a different type.
docker/frontend/src/components/admin/brokers/BrokerList.tsx	100	45	@typescript-eslint/no-explicit-any	Unexpected any. Specify a different type.
docker/frontend/src/components/admin/brokers/BrokerOnboarding.tsx	49	22	@typescript-eslint/no-explicit-any	Unexpected any. Specify a different type.
docker/frontend/src/components/admin/brokers/BrokerSettings.tsx	42	22	@typescript-eslint/no-explicit-any	Unexpected any. Specify a different type.
docker/frontend/src/components/admin/compliance/AuditLogs.tsx	35	43	@typescript-eslint/no-explicit-any	Unexpected any. Specify a different type.
docker/frontend/src/components/admin/compliance/AuditLogs.tsx	219	39	@typescript-eslint/no-explicit-any	Unexpected any. Specify a different type.
docker/frontend/src/components/admin/compliance/KYCManagement.tsx	30	46	@typescript-eslint/no-explicit-any	Unexpected any. Specify a different type.
docker/frontend/src/components/admin/compliance/KYCManagement.tsx	95	41	@typescript-eslint/no-explicit-any	Unexpected any. Specify a different type.
docker/frontend/src/components/admin/compliance/RegulatoryReports.tsx	59	80	@typescript-eslint/no-explicit-any	Unexpected any. Specify a different type.
docker/frontend/src/components/admin/compliance/RegulatoryReports.tsx	86	22	@typescript-eslint/no-explicit-any	Unexpected any. Specify a different type.
docker/frontend/src/components/admin/compliance/RegulatoryReports.tsx	142	106	@typescript-eslint/no-explicit-any	Unexpected any. Specify a different type.
docker/frontend/src/components/admin/dashboard/PlatformMetricsCard.tsx	7	10	@typescript-eslint/no-explicit-any	Unexpected any. Specify a different type.
docker/frontend/src/components/admin/dashboard/RecentActivityCard.tsx	10	10	@typescript-eslint/no-explicit-any	Unexpected any. Specify a different type.
docker/frontend/src/components/admin/dashboard/RecentActivityCard.tsx	71	46	@typescript-eslint/no-explicit-any	Unexpected any. Specify a different type.
docker/frontend/src/components/admin/dashboard/SystemHealthCard.tsx	97	83	@typescript-eslint/no-explicit-any	Unexpected any. Specify a different type.
docker/frontend/src/components/admin/limits/LimitNotificationSettings.tsx	50	22	@typescript-eslint/no-explicit-any	Unexpected any. Specify a different type.
docker/frontend/src/components/admin/rbac/RoleAssignment.tsx	56	21	@typescript-eslint/no-explicit-any	Unexpected any. Specify a different type.
docker/frontend/src/components/admin/rbac/RoleAssignment.tsx	109	39	@typescript-eslint/no-explicit-any	Unexpected any. Specify a different type.
docker/frontend/src/components/admin/rbac/RoleAssignment.tsx	159	33	@typescript-eslint/no-explicit-any	Unexpected any. Specify a different type.
docker/frontend/src/components/admin/rbac/RoleManager.tsx	54	22	@typescript-eslint/no-explicit-any	Unexpected any. Specify a different type.
docker/frontend/src/components/admin/rbac/RoleManager.tsx	79	22	@typescript-eslint/no-explicit-any	Unexpected any. Specify a different type.
docker/frontend/src/components/admin/rbac/RoleManager.tsx	200	33	@typescript-eslint/no-explicit-any	Unexpected any. Specify a different type.
docker/frontend/src/components/admin/system/SystemHealth.tsx	125	85	@typescript-eslint/no-explicit-any	Unexpected any. Specify a different type.
docker/frontend/src/components/admin/system/SystemSettings.tsx	47	22	@typescript-eslint/no-explicit-any	Unexpected any. Specify a different type.
docker/frontend/src/components/admin/users/UserLimits.tsx	16	12	@typescript-eslint/no-explicit-any	Unexpected any. Specify a different type.
docker/frontend/src/components/admin/users/UserLimits.tsx	26	52	@typescript-eslint/no-explicit-any	Unexpected any. Specify a different type.
docker/frontend/src/components/admin/users/UserLimits.tsx	163	52	@typescript-eslint/no-explicit-any	Unexpected any. Specify a different type.
docker/frontend/src/components/admin/users/UserLimits.tsx	184	52	@typescript-eslint/no-explicit-any	Unexpected any. Specify a different type.
docker/frontend/src/components/admin/users/UserLimitsManagement.tsx	66	35	@typescript-eslint/no-explicit-any	Unexpected any. Specify a different type.
docker/frontend/src/components/admin/users/UserList.tsx	130	33	@typescript-eslint/no-explicit-any	Unexpected any. Specify a different type.
docker/frontend/src/components/admin/users/UserRoleAssignment.tsx	56	21	@typescript-eslint/no-explicit-any	Unexpected any. Specify a different type.
docker/frontend/src/components/admin/users/UserRoleAssignment.tsx	109	39	@typescript-eslint/no-explicit-any	Unexpected any. Specify a different type.
docker/frontend/src/components/admin/users/UserRoleAssignment.tsx	159	33	@typescript-eslint/no-explicit-any	Unexpected any. Specify a different type.
docker/frontend/src/components/admin/workflows/WorkflowDetails.tsx	66	106	@typescript-eslint/no-explicit-any	Unexpected any. Specify a different type.
docker/frontend/src/components/admin/workflows/WorkflowDetails.tsx	218	51	@typescript-eslint/no-explicit-any	Unexpected any. Specify a different type.
docker/frontend/src/components/auth/LoginForm.tsx	148	39	@typescript-eslint/no-explicit-any	Unexpected any. Specify a different type.
docker/frontend/src/components/auth/LoginForm.tsx	148	73	@typescript-eslint/no-explicit-any	Unexpected any. Specify a different type.
docker/frontend/src/components/broker/compliance/BrokerAuditLogs.tsx	50	31	@typescript-eslint/no-explicit-any	Unexpected any. Specify a different type.
docker/frontend/src/components/broker/compliance/BrokerComplianceDashboard.tsx	50	94	@typescript-eslint/no-explicit-any	Unexpected any. Specify a different type.
docker/frontend/src/components/broker/compliance/BrokerTransactionMonitoring.tsx	188	49	@typescript-eslint/no-explicit-any	Unexpected any. Specify a different type.
docker/frontend/src/components/broker/financial/BrokerFinancialReports.tsx	121	106	@typescript-eslint/no-explicit-any	Unexpected any. Specify a different type.
docker/frontend/src/components/broker/financial/BrokerFinancialReports.tsx	304	39	@typescript-eslint/no-explicit-any	Unexpected any. Specify a different type.
docker/frontend/src/components/broker/financial/BrokerReconciliation.tsx	121	106	@typescript-eslint/no-explicit-any	Unexpected any. Specify a different type.
docker/frontend/src/components/broker/financial/BrokerReconciliation.tsx	141	33	@typescript-eslint/no-explicit-any	Unexpected any. Specify a different type.
docker/frontend/src/components/broker/financial/BrokerReconciliation.tsx	142	29	@typescript-eslint/no-explicit-any	Unexpected any. Specify a different type.
docker/frontend/src/components/broker/financial/BrokerReconciliation.tsx	143	30	@typescript-eslint/no-explicit-any	Unexpected any. Specify a different type.
docker/frontend/src/components/broker/financial/BrokerReconciliation.tsx	305	33	@typescript-eslint/no-explicit-any	Unexpected any. Specify a different type.
docker/frontend/src/components/broker/settings/BrokerBranding.tsx	149	15	@next/next/no-img-element	Using `<img>` could result in slower LCP and higher bandwidth. Consider using `<Image />` from `next/image` or a custom image loader to automatically optimize images. This may incur additional usage or cost from your provider. See: https://nextjs.org/docs/messages/no-img-element
docker/frontend/src/components/broker/settings/BrokerLimits.tsx	68	6	react-hooks/exhaustive-deps	React Hook useEffect has missing dependencies: 'limits.defaultUserLimits.maxDailyDeposit', 'limits.defaultUserLimits.maxDailyVolume', 'limits.defaultUserLimits.maxDailyWithdrawal', 'limits.defaultUserLimits.maxMonthlyDeposit', 'limits.defaultUserLimits.maxMonthlyVolume', 'limits.defaultUserLimits.maxMonthlyWithdrawal', 'limits.defaultUserLimits.maxSingleTransaction', 'limits.depositLimits.maxDeposit', 'limits.depositLimits.minDeposit', 'limits.transactionLimits.maxTransaction', 'limits.transactionLimits.minTransaction', 'limits.withdrawalLimits.maxWithdrawal', and 'limits.withdrawalLimits.minWithdrawal'. Either include them or remove the dependency array. You can also replace multiple useState variables with useReducer if 'setLimits' needs the current value of 'limits.defaultUserLimits.maxDailyVolume'.
docker/frontend/src/components/broker/trading/BrokerMarketData.tsx	37	52	@typescript-eslint/no-explicit-any	Unexpected any. Specify a different type.
docker/frontend/src/components/broker/trading/BrokerMarketData.tsx	114	48	@typescript-eslint/no-explicit-any	Unexpected any. Specify a different type.
